,Organisation Code,Name,Address,Postcode,Contact Telephone Number,Number of patients registered at the GP practice,loc,Point,Latitude,Longitude,Altitude
993,H84005,Parkshot Medical Richmond,"18 Parkshot, Richmond, Surrey, TW9 2RG",TW9 2RG,020 89484217,12195,"London Borough of Richmond upon Thames, London, Richmond, Greater London, England, TW9 2RG, United Kingdom","(51.46427265981597, -0.3024369592409394, 0.0)",51.46427265981597,-0.3024369592409394,0.0
994,H84006,Richmond Medical Group,"Sheen Lane Health Centre, 70 Sheen Lane, East Sheen, London, SW14 8LP",SW14 8LP,020 88763901,3401,"Sheen Lane Centre, London Borough of Richmond upon Thames, London, City of London, Greater London, England, SW14 8LP, United Kingdom","(51.46581312436835, -0.26717142214484424, 0.0)",51.46581312436835,-0.2671714221448442,0.0
995,H84007,The Acorn Group Practice,"The Acorn Group Practice, 29-35 Holly Road, Twickenham, Middlesex, TW1 4EA",TW1 4EA,020 88924519,14097,"London Borough of Richmond upon Thames, London, Richmond, Greater London, England, TW1 4EA, United Kingdom","(51.44669975, -0.32905555000000003, 0.0)",51.44669975,-0.32905555,0.0
996,H84010,Canbury Medical Centre,"Canbury Medical Centre, 1 Elm Road, Kingston-Upon-Thames, Surrey, KT2 6HR",KT2 6HR,020 85474270,9581,"Royal Borough of Kingston upon Thames, London, Greater London, England, KT2 6HR, United Kingdom","(51.41427446271787, -0.2971056685156343, 0.0)",51.41427446271787,-0.2971056685156343,0.0
997,H84012,The York Medical Practice,"The York Medical Practice, St.John'S H/Ctr,Oak Lane, Twickenham, Middlesex, TW1 3PA",TW1 3PA,020 87440220,6003,"London Borough of Richmond upon Thames, London, Richmond, Greater London, England, TW1 3PA, United Kingdom","(51.44936900119361, -0.32569747032800556, 0.0)",51.44936900119361,-0.3256974703280055,0.0
998,H84014,Paradise Road Practice,"Paradise Road Surgery, 37 Paradise Road, Richmond Upon Thames, Surrey, TW9 1SA",TW9 1SA,020 89402423,13246,"London Borough of Richmond upon Thames, London, Richmond, Greater London, England, TW9 1SA, United Kingdom","(51.46015198400773, -0.3013928278143521, 0.0)",51.46015198400773,-0.3013928278143521,0.0
999,H84015,Brunswick Surgery,"Brunswick Surgery, Surbiton Hth Ctr,Ewell Rd, Surbiton, Surrey, KT6 6EZ",KT6 6EZ,020 83907118,12271,"Royal Borough of Kingston upon Thames, London, Greater London, England, KT6 6EZ, United Kingdom","(51.39077035199356, -0.29953876932345896, 0.0)",51.39077035199356,-0.2995387693234589,0.0
1000,H84016,The Groves Medical Centre,"The Groves Medical Centre, 171 Clarence Avenue, New Malden, Surrey, KT3 3TX",KT3 3TX,020 83366565,32594,"Royal Borough of Kingston upon Thames, London, Greater London, England, KT3 3TX, United Kingdom","(51.4105115, -0.2613892, 0.0)",51.4105115,-0.26138920000000004,0.0
1001,H84017,Seymour House And Lock Road Surgery,"Seymour House Surgery, 154 Sheen Road, Richmond, Surrey, TW9 1UU",TW9 1UU,020 89402802,4301,"London Borough of Richmond upon Thames, London, Richmond, Greater London, England, TW9 1UU, United Kingdom","(51.46228995943721, -0.29454644612435116, 0.0)",51.46228995943721,-0.2945464461243511,0.0
1002,H84018,Broad Lane Surgery,"71 Broad Lane, Hampton, Middlesex, TW12 3AX",TW12 3AX,020 89795406,9801,"London Borough of Richmond upon Thames, London, Richmond, Greater London, England, TW12 3AX, United Kingdom","(51.42287353306981, -0.3681471119843158, 0.0)",51.42287353306981,-0.3681471119843158,0.0
1003,H84020,Fairhill Medical Practice,"Fairhill Medical Practice, 81 Kingston Hill, Kingston-Upon-Thames, Surrey, KT2 7PX",KT2 7PX,020 85461407,8548,"Royal Borough of Kingston upon Thames, London, Greater London, England, KT2 7PX, United Kingdom","(51.41669517564546, -0.2832623399318436, 0.0)",51.41669517564546,-0.2832623399318436,0.0
1004,H84023,Essex House Surgery,"Essex House, Station Road, Barnes, London, SW13 0LW",SW13 0LW,020 88761033,5482,"London Borough of Richmond upon Thames, London, Richmond, Greater London, England, SW13 0LW, United Kingdom","(51.472566803166764, -0.2473946207547456, 0.0)",51.47256680316677,-0.2473946207547456,0.0
1005,H84025,Hook Surgery,"Hook Surg,Merritt Med Ctr, Merritt Gardens, Chessington, Surrey, KT9 2GY",KT9 2GY,020 83976361,4564,"Royal Borough of Kingston upon Thames, London, Greater London, England, KT9 2GY, United Kingdom","(51.358624901669145, -0.31206464220227886, 0.0)",51.35862490166914,-0.3120646422022788,0.0
1006,H84027,Churchill Medical Centre,"The Churchill Med Ctr, Clifton Road, Kingston-Upon-Thames, Surrey, KT2 6PG",KT2 6PG,020 37272230,11,"Royal Borough of Kingston upon Thames, London, Greater London, England, KT2 6PG, United Kingdom","(51.413388408417916, -0.2882141891174357, 0.0)",51.41338840841792,-0.2882141891174357,0.0
1007,H84030,Central Surgery,"Central Surgery, Surbiton Hth Ctr,Ewell Rd, Surbiton, Surrey, KT6 6EZ",KT6 6EZ,020 83996622,4289,"Royal Borough of Kingston upon Thames, London, Greater London, England, KT6 6EZ, United Kingdom","(51.39077035199356, -0.29953876932345896, 0.0)",51.39077035199356,-0.2995387693234589,0.0
1008,H84031,Jubilee Surgery,"Whitton Corner H&Scc, Percy Road, Whitton, Middlesex, TW2 6JL",TW2 6JL,020 34585400,2295,"London Borough of Richmond upon Thames, London, Richmond, Greater London, England, TW2 6JL, United Kingdom","(51.44507270290837, -0.361484742544475, 0.0)",51.44507270290836,-0.361484742544475,0.0
1009,H84032,Hampton Wick Surgery,"Hampton Wick Surgery, 26 Upper Teddington Road, Hampton Wick, Surrey, KT1 4DY",KT1 4DY,020 89772638,4075,"London Borough of Richmond upon Thames, London, Richmond, Greater London, England, KT1 4DY, United Kingdom","(51.41559244240687, -0.31308290866091126, 0.0)",51.415592442406854,-0.3130829086609112,0.0
1010,H84033,St Albans Medical Centre,"212 Richmond Road, Kingston-Upon-Thames, Surrey, KT2 5HF",KT2 5HF,020 85460400,2852,"Royal Borough of Kingston upon Thames, London, Greater London, England, KT2 5HF, United Kingdom","(51.4219498794008, -0.3024787091418233, 0.0)",51.4219498794008,-0.3024787091418233,0.0
1011,H84034,The Orchard Practice,"Gosbury Hill Health Ctr., Orchard Gardens, Chessington, Surrey, KT9 1AG",KT9 1AG,020 83979494,6645,"Royal Borough of Kingston upon Thames, London, Greater London, England, KT9 1AG, United Kingdom","(51.369116394213414, -0.3035425098341307, 0.0)",51.36911639421341,-0.3035425098341307,0.0
1012,H84039,Cross Deep Surgery,"Cross Deep Surg & Med Ctr, 4 Cross Deep, Twickenham, Middlesex, TW1 4QP",TW1 4QP,020 88928124,2609,"London Borough of Richmond upon Thames, London, Richmond, Greater London, England, TW1 4QP, United Kingdom","(51.44502731109296, -0.3301693595264944, 0.0)",51.44502731109296,-0.3301693595264944,0.0
1013,H84040,Hampton Medical Centre,"Hampton Medical Centre, Lansdowne, 49A Priory Rd, Hampton, Middlesex, TW12 2PB",TW12 2PB,020 89795150,1949,"London Borough of Richmond upon Thames, London, Richmond, Greater London, England, TW12 2PB, United Kingdom","(51.41841315337429, -0.3726636373021839, 0.0)",51.41841315337429,-0.3726636373021839,0.0
1014,H84041,The Vineyard Surgery,"The Vineyard Surgery, 35 The Vineyard, Richmond, Surrey, TW10 6PP",TW10 6PP,020 89480404,2400,"London Borough of Richmond upon Thames, London, Richmond, Greater London, England, TW10 6PP, United Kingdom","(51.4581705, -0.3010399, 0.0)",51.4581705,-0.3010399,0.0
1015,H84042,Holmwood Corner Surgery,"Holmwood Corner Surgery, 134 Malden Road, New Malden, Surrey, KT3 6DR",KT3 6DR,020 89420066,2729,"Royal Borough of Kingston upon Thames, London, Greater London, England, KT3 6DR, United Kingdom","(51.397556601649235, -0.25495119117530074, 0.0)",51.39755660164925,-0.2549511911753007,0.0
1016,H84044,The Green & Fir Road,"The Green Surgery, 1B The Green, Twickenham, Middlesex, TW2 5TU",TW2 5TU,020 88946870,2030,"London Borough of Richmond upon Thames, London, Richmond, Greater London, England, TW2 5TU, United Kingdom","(51.443127148236606, -0.3414521791957447, 0.0)",51.443127148236606,-0.3414521791957447,0.0
1017,H84048,Twickenham Park Surgery,"Twickenham Park Surgery, 17 Rosslyn Road, Twickenham, Middlesex, TW1 2AR",TW1 2AR,020 88921991,3096,"London Borough of Richmond upon Thames, London, Richmond, Greater London, England, TW1 2AR, United Kingdom","(51.4552424, -0.31256110000000004, 0.0)",51.4552424,-0.3125611,0.0
1018,H84050,Chessington Park Surgery,"Merritt Medical Centre, Merritt Gardens, Chessington, Surrey, KT9 2GY",KT9 2GY,020 87391977,17084,"Royal Borough of Kingston upon Thames, London, Greater London, England, KT9 2GY, United Kingdom","(51.358624901669145, -0.31206464220227886, 0.0)",51.35862490166914,-0.3120646422022788,0.0
1019,H84051,Roselawn,"Roselawn, 149 Malden Road, New Malden, Surrey, KT3 6AA",KT3 6AA,020 89490555,9742,"Royal Borough of Kingston upon Thames, London, Greater London, England, KT3 6AA, United Kingdom","(51.39718126421147, -0.2557129903810582, 0.0)",51.397181264211476,-0.2557129903810582,0.0
1020,H84053,Berrylands Surgery,"Berrylands Surgery, Surbiton Hth Ctr,Ewell Rd, Surbiton, Surrey, KT6 6EZ",KT6 6EZ,020 83996362,13516,"Royal Borough of Kingston upon Thames, London, Greater London, England, KT6 6EZ, United Kingdom","(51.39077035199356, -0.29953876932345896, 0.0)",51.39077035199356,-0.2995387693234589,0.0
1021,H84054,Red Lion Road Surgery,"Red Lion Road Surgery, 1A Red Lion Road, Tolworth, Surbiton, Surrey, KT6 7QG",KT6 7QG,020 83991779,20784,"Royal Borough of Kingston upon Thames, London, Greater London, England, KT6 7QG, United Kingdom","(51.38161034592791, -0.29016165648323566, 0.0)",51.381610345927896,-0.2901616564832356,0.0
1022,H84055,Dr Johnson And Partners,"Sheen Lane Health Centre, 70 Sheen Lane, East Sheen, London, SW14 8LP",SW14 8LP,020 88764086,14883,"Sheen Lane Centre, London Borough of Richmond upon Thames, London, City of London, Greater London, England, SW14 8LP, United Kingdom","(51.46581312436835, -0.26717142214484424, 0.0)",51.46581312436835,-0.2671714221448442,0.0
1023,H84057,Staines Road Surgery,"Staines Rd Medical Centre, 325 Staines Road, Twickenham, Middlesex, TW2 5AU",TW2 5AU,020 88942722,12708,"London Borough of Richmond upon Thames, London, Richmond, Greater London, England, TW2 5AU, United Kingdom","(51.43954697967451, -0.3586544332916492, 0.0)",51.43954697967451,-0.3586544332916492,0.0
1024,H84059,Thameside Medical Practice,"Thameside Medical Pract, Thames House, 180 High St, Teddington, Middlesex, TW11 8HU",TW11 8HU,020 86144930,6643,"London Borough of Richmond upon Thames, London, Richmond, Greater London, England, TW11 8HU, United Kingdom","(51.427464483765256, -0.32621361154590695, 0.0)",51.427464483765256,-0.3262136115459069,0.0
1025,H84060,Richmond Lock Surgery,"Richmond Lock Surgery, 300 St Margaret'S Road, Twickenham, Middlesex, TW1 1PS",TW1 1PS,020 88922543,9232,"London Borough of Richmond upon Thames, London, Richmond, Greater London, England, TW1 1PS, United Kingdom","(51.46450140679603, -0.32288257394152975, 0.0)",51.46450140679604,-0.3228825739415297,0.0
1026,H84061,Kingston Health Centre,"Kingston Health Centre, 10 Skerne Road, Kingston Upon Thames, Surrey, KT2 5AD",KT2 5AD,020 85494747,11399,"Royal Borough of Kingston upon Thames, London, Greater London, England, KT2 5AD, United Kingdom","(51.41418837875011, -0.30489453440244746, 0.0)",51.414188378750104,-0.3048945344024474,0.0
1027,H84062,Langley Medical Practice,"Langley Medical Practice, Surbiton Hth Ctr,Ewell Rd, Surbiton, Surrey, KT6 6EZ",KT6 6EZ,020 83909996,4518,"Royal Borough of Kingston upon Thames, London, Greater London, England, KT6 6EZ, United Kingdom","(51.39077035199356, -0.29953876932345896, 0.0)",51.39077035199356,-0.2995387693234589,0.0
1028,H84618,Sunray Surgery,"Sunray Surgery, 97 Warren Drive South, Tolworth,Surbiton, Surrey, KT5 9QD",KT5 9QD,020 83304056,10451,"Royal Borough of Kingston upon Thames, London, Greater London, England, KT5 9QD, United Kingdom","(51.38264460806429, -0.27483268698671626, 0.0)",51.38264460806429,-0.2748326869867162,0.0
1029,H84619,Claremont Medical Centre,"Claremont Medical Centre, 2A Glenbuck Road, Surbiton, Surrey, KT6 6BS",KT6 6BS,020 83993516,12667,"Royal Borough of Kingston upon Thames, London, Greater London, England, KT6 6BS, United Kingdom","(51.390875180716485, -0.30713313829429567, 0.0)",51.3908751807165,-0.3071331382942956,0.0
1030,H84623,Hampton Hill Medical Centre,"Hampton Hill Med Centre, 94-102 High Street, Hampton Hill, Middlesex, TW12 1NY",TW12 1NY,020 89770043,7944,"London Borough of Richmond upon Thames, London, Richmond, Greater London, England, TW12 1NY, United Kingdom","(51.42701537195762, -0.3554263279514292, 0.0)",51.427015371957616,-0.3554263279514292,0.0
1031,H84625,Woodlawn Medical Centre,"Woodlawn Medical Centre, 19 Powder Mill Lane, Whitton, TW2 6EE",TW2 6EE,020 88944242,7970,"London Borough of Richmond upon Thames, London, Richmond, Greater London, England, TW2 6EE, United Kingdom","(51.44444370032224, -0.3666732541280624, 0.0)",51.444443700322246,-0.3666732541280624,0.0
1032,H84629,Village Surgery,"The Village Surgery, 157 High Street, New Malden, Surrey, KT3 4BH",KT3 4BH,020 89420094,8980,"Royal Borough of Kingston upon Thames, London, Greater London, England, KT3 4BH, United Kingdom","(51.39945023333333, -0.2558396666666667, 0.0)",51.39945023333333,-0.2558396666666667,0.0
1033,H84630,Crane Park Surgery,"1St Fl Whitton Ch & Scc, Percy Road, Whitton, Middlesex, TW2 6JL",TW2 6JL,020 34585300,3029,"London Borough of Richmond upon Thames, London, Richmond, Greater London, England, TW2 6JL, United Kingdom","(51.44507270290837, -0.361484742544475, 0.0)",51.44507270290836,-0.361484742544475,0.0
1034,H84635,Manor Drive Medical Centre,"Manor Drive Medical Ctr, 3 The Manor Drive, Worcester Park, Surrey, KT4 7LG",KT4 7LG,020 83299920,2966,"Royal Borough of Kingston upon Thames, London, Greater London, England, KT4 7LG, United Kingdom","(51.38078649915172, -0.24838961671362753, 0.0)",51.38078649915172,-0.2483896167136275,0.0
1035,H84639,Kew Medical Practice,"Kew Medical Practice, 14 High Park Rd, Kew, Richmond, Surrey, TW9 4BH",TW9 4BH,020 84878292,1521,"London Borough of Richmond upon Thames, London, Richmond, Greater London, England, TW9 4BH, United Kingdom","(51.4758078, -0.2828804999999997, 0.0)",51.4758078,-0.2828804999999997,0.0
1036,H85001,Wandsworth Medical Centre,"Wandsworth Medical Centre, 90-92 Garratt Lane, Wandsworth, London, SW18 4DD",SW18 4DD,020 30062741,7128,"London Borough of Wandsworth, London, Wandsworth, Greater London, England, SW18 4DD, United Kingdom","(51.4536675, -0.1921071, 0.0)",51.4536675,-0.1921071,0.0
1037,H85002,The Falcon Road Medical Centre,"The Falcon Road Med.Ctr., 47 Falcon Road, Battersea, London, SW11 2PH",SW11 2PH,020 72281619,20667,"London Borough of Wandsworth, London, Wandsworth, Greater London, England, SW11 2PH, United Kingdom","(51.46888736, -0.17086253999999998, 0.0)",51.46888736,-0.1708625399999999,0.0
1038,H85003,Queenstown Road Medical Practice,"Queenstown Road Med.Pract, 14 Queenstown Road, Battersea, London, SW8 3RX",SW8 3RX,020 76229295,11100,"London Borough of Lambeth, London, Brixton, Greater London, England, SW8 3RX, United Kingdom","(51.4671363, -0.15040333333333333, 0.0)",51.46713629999999,-0.1504033333333333,0.0
1039,H85005,Trinity Medical Centre,"The Trinity Medical Ctr, 278-280 Balham High Road, Balham, London, SW17 7AL",SW17 7AL,020 86723331,11610,"London Borough of Wandsworth, London, Wandsworth, Greater London, England, SW17 7AL, United Kingdom","(51.43755354471532, -0.15843731656581886, 0.0)",51.43755354471532,-0.1584373165658188,0.0
1040,H85006,Mayfield Surgery,"Mayfield Surgery, 246 Roehampton Lane, Roehampton, London, SW15 4AA",SW15 4AA,020 87805770,17903,"London Borough of Wandsworth, London, Wandsworth, Greater London, England, SW15 4AA, United Kingdom","(51.44826556215921, -0.23753351095280792, 0.0)",51.448265562159214,-0.2375335109528079,0.0
1041,H85007,Dr Kooner And Partners,"Southfields Group Prac, 492 Merton Road, Wandsworth, London, SW18 5AE",SW18 5AE,020 88755429,13845,"London Borough of Wandsworth, London, Wandsworth, Greater London, England, SW18 5AE, United Kingdom","(51.44171426574573, -0.19759625389925184, 0.0)",51.441714265745716,-0.1975962538992518,0.0
1042,H85008,The Roehampton Surgery,"191 Roehampton Lane, Roehampton, London, SW15 4HN",SW15 4HN,020 87881188,11586,"London Borough of Wandsworth, London, Wandsworth, Greater London, England, SW15 4HN, United Kingdom","(51.451153732883725, -0.24243080711208617, 0.0)",51.45115373288373,-0.2424308071120861,0.0
1043,H85009,Bedford Hill Family Practice,"Bedford Hill Family Pract, 120 Bedford Hill, Balham, London, SW12 9HS",SW12 9HS,020 86731720,16435,"London Borough of Wandsworth, London, Wandsworth, Greater London, England, SW12 9HS, United Kingdom","(51.44082381334542, -0.14899808064923697, 0.0)",51.44082381334543,-0.1489980806492369,0.0
1044,H85011,The Greyswood Practice,"The Greyswood Practice, 66 Eastwood Street, Streatham, London, SW16 6PX",SW16 6PX,020 87690845,10294,"London Borough of Wandsworth, London, Wandsworth, Greater London, England, SW16 6PX, United Kingdom","(51.419488987745005, -0.14485290943684173, 0.0)",51.419488987745005,-0.1448529094368417,0.0
1045,H85012,Putneymead Group Medical Practice,"Putneymead Group Med Prac, 266 Upper Richmond Road, Putney, London, SW15 6TQ",SW15 6TQ,020 87880686,4454,"Putney Retail Area, London Borough of Wandsworth, London, Putney, Greater London, England, SW15 6TQ, United Kingdom","(51.461784911197746, -0.22036429985319533, 0.0)",51.461784911197746,-0.2203642998531953,0.0
1046,H85018,The Surgery - 48 Mulgrave Road,"Mulgrave Road Surgery, 48 Mulgrave Road, Sutton, Surrey, SM2 6LX",SM2 6LX,020 84073600,14828,"London Borough of Sutton, London, Carshalton, Greater London, England, SM2 6LX, United Kingdom","(51.35832515363017, -0.1964540798425285, 0.0)",51.35832515363017,-0.1964540798425285,0.0
1047,H85020,The Nelson Medical Practice,"The Nelson Medical Pract, Kingston Road, London, SW20 8DA",SW20 8DA,020 36683400,6351,"London Borough of Merton, London, Wimbledon, Greater London, England, SW20 8DA, United Kingdom","(51.410460975009144, -0.20926018233586005, 0.0)",51.41046097500914,-0.20926018233586,0.0
