,Organisation Code,Name,Postcode,Full Address,Number of patients registered at GP practices in London,loc,Point,Latitude,Longitude,Altitude
1034,H84618,Sunray Surgery,KT5 9QD,"Sunray Surgery, 97 Warren Drive South, Tolworth,Surbiton, Surrey",8938,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
1035,H84619,Claremont Medical Centre,KT6 6BS,"Claremont Medical Centre, 2A Glenbuck Road, Surbiton, Surrey",3022,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
1036,H84623,Hampton Hill Medical Centre,TW12 1NY,"Hampton Hill Med Centre, 94-102 High Street, Hampton Hill, Middlesex",2959,"Hampton, Richmond upon Thames, GB, TW12 1NY","(51.42745, -0.354599, 0.0)",51.42745,-0.354599,0.0
1037,H84625,Kudra (Woodlawn),TW2 6EE,"Woodlawn Medical Centre, 19 Powder Mill Lane, Whitton",1519,"Twickenham, Richmond upon Thames, GB, TW2 6EE","(51.444444, -0.366666, 0.0)",51.444444,-0.366666,0.0
1038,H84629,Village Surgery,KT3 4BH,"The Village Surgery, 157 High Street, New Malden, Surrey",7117,"New Malden, Surrey, GB, KT3 4BH","(51.399539, -0.255887, 0.0)",51.399539,-0.255887,0.0
1039,H84630,Crane Park Surgery,TW2 6JL,"1St Fl Whitton Ch & Scc, Percy Road, Whitton, Middlesex",20651,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
1040,H84635,Manor Drive Medical Centre,KT4 7LG,"Manor Drive Medical Ctr, 3 The Manor Drive, Worcester Park, Surrey",11097,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
1041,H84639,Fitzmaurice (Kew),TW9 4BH,"Kew Medical Practice, 14 High Park Rd, Kew, Richmond, Surrey",11599,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
1042,H85001,Wandsworth Medical Centre,SW18 4DD,"Wandsworth Medical Centre, 90-92 Garratt Lane, Wandsworth, London",17877,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
1043,H85002,The Falcon Road Medical Centre,SW11 2PH,"The Falcon Road Med.Ctr., 47 Falcon Road, Battersea, London",13816,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
1044,H85003,Queenstown Road Medical Practice,SW8 3RX,"Queenstown Road Med.Pract, 14 Queenstown Road, Battersea, London",11567,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
1045,H85005,Trinity Medical Centre,SW17 7AL,"The Trinity Medical Ctr, 278-280 Balham High Road, Balham, London",16398,"London, Westminster, GB, SW17 7AL","(51.437403, -0.158001, 0.0)",51.437403,-0.158001,0.0
1046,H85006,Mayfield Surgery,SW15 4AA,"Mayfield Surgery, 246 Roehampton Lane, Roehampton, London",10272,"London, Westminster, GB, SW15 4AA","(51.448265, -0.23751, 0.0)",51.448265,-0.23751,0.0
1047,H85007,Dr Kooner And Partners,SW18 5AE,"Southfields Group Prac, 492 Merton Road, Wandsworth, London",4510,"London, Westminster, GB, SW18 5AE","(51.441723, -0.197557, 0.0)",51.441723,-0.197557,0.0
1048,H85008,The Roehampton Surgery,SW15 4HN,"191 Roehampton Lane, Roehampton, London",14803,"London, Westminster, GB, SW15 4HN","(51.451163, -0.242407, 0.0)",51.451163,-0.242407,0.0
1049,H85009,Bedford Hill Family Practice,SW12 9HS,"Bedford Hill Family Pract, 120 Bedford Hill, Balham, London",6364,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
1050,H85011,The Greyswood Practice,SW16 6PX,"The Greyswood Practice, 66 Eastwood Street, Streatham, London",7235,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
1051,H85012,Putneymead Group Medical Practice,SW15 6TQ,"Putneymead Group Med Prac, 266 Upper Richmond Road, Putney, London",6885,"London, Westminster, GB, SW15 6TQ","(51.46166, -0.219921, 0.0)",51.46166,-0.219921,0.0
1052,H85018,The Surgery - 48 Mulgrave Road,SM2 6LX,"Mulgrave Road Surgery, 48 Mulgrave Road, Sutton, Surrey",12060,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
1053,H85020,The Nelson Medical Practice,SW20 8DA,"The Nelson Medical Pract, Kingston Road, London",12929,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
1054,H85021,The Chesser Surgery,SM5 2RT,"The Chesser Surgery, 121 Wrythe Lane, Carshalton, Surrey",7951,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
1055,H85022,Park Road Medical Centre,SM6 8AW,"Park Road Medical Centre, Walpole Court, 1A Park Rd, Wallington, Surrey",5549,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
1056,H85023,Bishopsford Road Surgery,SM4 6BH,"Bishopsford Road Surgery, 191 Bishopsford Road, Morden, Surrey",8019,"Morden, Surrey, GB, SM4 6BH","(51.388816, -0.180535, 0.0)",51.388816,-0.180535,0.0
1057,H85024,The Mitcham Medical Centre.,CR4 3PR,"The Mitcham Medical Ctr., 81 Haslemere Avenue, Mitcham, Surrey",3949,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
1058,H85025,The Wrythe Green Surgery,SM5 2RE,"The Wrythe Green Surgery, Wrythe Lane, Nr Wrythe Green, Carshalton,Surrey",11650,"Carshalton, Surrey, GB, SM5 2RE","(51.371766, -0.171283, 0.0)",51.371766,-0.171283,0.0
1059,H85026,Francis Grove Surgery,SW19 4DL,"Francis Grove Surgery, 8 Francis Grove, Wimbledon, London",9207,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
1060,H85027,Wimbledon Village Practice,SW19 5BY,"35A High Street, Wimbledon, London",3397,"London, Westminster, GB, SW19 5BY","(51.425231, -0.21938, 0.0)",51.425231,-0.21938,0.0
1061,H85028,Wimbledon Medical Practice,SW19 1NX,"Patrick Doody Health Cent, 79 Pelham Road, Wimbledon, London",3579,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
1062,H85029,Wide Way Medical Centre,CR4 1BP,"Wide Way Medical Centre, Wide Way, Mitcham, Surrey",5644,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
1063,H85030,The Old Court House Surgery,SM1 4AF,"Old Court House Surgery, 4 Throwley Way, Sutton, Surrey",1388,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
1064,H85031,Benhill & Belmont Practice,SM1 4EB,"54 Benhill Avenue, Sutton, Surrey",5770,"Sutton, Kent, GB, SM1 4EB","(51.366611, -0.190264, 0.0)",51.366611,-0.190264,0.0
1065,H85032,Carshalton Fields Surgery,SM5 3LS,"11 Crichton Road, Carshalton Beeches, Surrey",5786,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
1066,H85033,Tamworth House Medical Centre.,CR4 1DL,"Tamworth House Med.Ctr., 341 Tamworth Lane, Mitcham, Surrey",6523,"Mitcham, Surrey, GB, CR4 1DL","(51.401219, -0.146228, 0.0)",51.401219,-0.146228,0.0
1067,H85035,Rowans Surgery,SW16 5HF,"The Rowans Surgery, 1 Windermere Road, London",8795,"London, Westminster, GB, SW16 5HF","(51.41, -0.13851, 0.0)",51.41,-0.13851,0.0
1068,H85037,Morden Hall Medical Centre,SW19 3DA,"Morden Hall Medical Ctre, 256 Morden Road, London",12405,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
1069,H85038,Cricket Green Medical Practice,CR4 3DA,"75-79 Miles Road, Mitcham, Surrey",5167,"Mitcham, Surrey, GB, CR4 3DA","(51.404595, -0.173927, 0.0)",51.404595,-0.173927,0.0
1070,H85041,Earlsfield Surgery,SW18 4HH,"Earlsfield Surgery, 2-4 Steerforth Street, London",28142,"London, Westminster, GB, SW18 4HH","(51.438296, -0.187591, 0.0)",51.438296,-0.187591,0.0
1071,H85045,Bridge Lane Group Practice,SW11 3AD,"Bridge Lane Group Pract., Bridge Lane Health Centre, 20 Bridge Lane, Battersea, London",14985,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
1072,H85047,Chatfield Medical Centre,SW11 3UJ,"Chatfield Medical Centre, Chatfield Road, Battersea, London",5935,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
1073,H85048,Brocklebank Group Practice,SW18 4DU,"Brocklebank Group Prac, 249 Garratt Lane, Wandsworth, London",14923,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
1074,H85049,Battersea Rise Group Practice,SW11 1HG,"Battersea Rise Group Prac, 17 Battersea Rise, Battersea, London",4647,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
1075,H85051,Lambton Road Medical Practice,SW20 0LW,"Lambton Road Medical Prac, 1 Lambton Rd, Raynes Park, Wimbledon, London",8180,"London, Westminster, GB, SW20 0LW","(51.411418, -0.231262, 0.0)",51.411418,-0.231262,0.0
1076,H85052,Streatham Park Surgery,SW16 6LY,"91 Mitcham Lane, Streatham, London",18672,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
1077,H85053,The Surgery-181 Carshalton Road,SM1 4NG,"Sutton Medical Practice, 181 Carshalton Road, Sutton, Surrey",12876,"Sutton, Kent, GB, SM1 4NG","(51.363283, -0.176878, 0.0)",51.363283,-0.176878,0.0
1078,H85055,West Barnes Surgery,KT3 6JD,"West Barnes Surgery, 229 West Barnes Lane, New Malden, Surrey",8397,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
1079,H85057,Elborough Street Surgery,SW18 5DS,"Elborough Street Surgery, 81 Elborough Street, Wandsworth, London",8765,"London, Westminster, GB, SW18 5DS","(51.441036, -0.200851, 0.0)",51.441036,-0.200851,0.0
1080,H85061,The Heathbridge Practice,SW15 2TL,"Heathbridge Med Practice, 125 Upper Richmond Road, Putney, London",6977,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
1081,H85063,Cheam GP Centre,SM3 8EP,"Cheam GP Centre, 322 Malden Rd,North Cheam, Sutton, Surrey",7134,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
1082,H85065,The Alton Practice,SW15 4LE,"The Alton Practice, 208-210 Roehampton Lane, Roehampton, London",4217,"London, Westminster, GB, SW15 4LE","(51.449136, -0.239793, 0.0)",51.449136,-0.239793,0.0
1083,H85066,Balham Park Surgery,SW17 7AW,"Balham Park Surgery, 236 Balham High Road, Balham, London",10005,"London, Westminster, GB, SW17 7AW","(51.440487, -0.155675, 0.0)",51.440487,-0.155675,0.0
1084,H85067,Danebury Avenue Surgery,SW15 4DU,"Danebury Avenue Surgery, 351 Danebury Avenue, Roehampton, London",8587,"London, Westminster, GB, SW15 4DU","(51.452361, -0.248607, 0.0)",51.452361,-0.248607,0.0
1085,H85069,Lavender Hill Group Practice,SW11 5TU,"Lavender Hill Group Pract, 19 Pountney Road, Battersea, London",13555,"London, Westminster, GB, SW11 5TU","(51.466052, -0.156718, 0.0)",51.466052,-0.156718,0.0
1086,H85070,Central Medical Centre,SM4 5RT,"Central Medical Centre, 42-46 Central Road, Morden, Surrey",4702,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
1087,H85075,The Haider Practice,SW11 1SW,"The Haider Practice, 162 St Johns Hill, Wandsworth, London",9681,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
1088,H85076,Stonecot Surgery,SM3 9EY,"Stonecot Surgery, 115 Epsom Road, Sutton, Surrey",7702,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
1089,H85077,Bolingbroke Medical Centre (Thmp),SW11 6BF,"Bolingbroke Med Centre, Wakehurst Road, Battersea, London",12506,"ENGLAND, GB, SW11 6BF","(51.456125, -0.168259, 0.0)",51.456125,-0.168259,0.0
1090,H85078,Mitcham Family Practice,CR4 3HS,"55 Mortimer Road, Mitcham, Surrey",5612,"Mitcham, Surrey, GB, CR4 3HS","(51.410108, -0.167093, 0.0)",51.410108,-0.167093,0.0
1091,H85082,Triangle Surgery,SW18 4HX,"Triangle Surgery, 2 Broomhill Road, Wandsworth, London",9338,"London, Westminster, GB, SW18 4HX","(51.456762, -0.198318, 0.0)",51.456762,-0.198318,0.0
1092,H85087,Open Door Surgery,SW12 8EU,"47 Boundaries Road, Balham, London",9960,"London, Westminster, GB, SW12 8EU","(51.443149, -0.155668, 0.0)",51.443149,-0.155668,0.0
1093,H85088,Clapham Junction Medical Practice,SW11 2EJ,"7 Farrant House, Winstanley Road, Battersea, London",10468,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
1094,H85090,Figges Marsh Surgery,CR4 3LD,"Figges Marsh Surgery, 182 London Road, Mitcham, Surrey",12369,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
1095,H85092,Riverhouse Medical Practice,SW19 1YG,"Riverhouse Surgery, East Road(Off North Road), Wimbledon, London",7352,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
1096,H85095,The Health Centre,SM1 2RJ,"The Health Centre, Robin Hood Lane, Sutton, Surrey",8612,"Sutton, Kent, GB, SM1 2RJ","(51.362964, -0.19693, 0.0)",51.362964,-0.19693,0.0
1097,H85100,St Paul'S Cottage Practice,SW19 6EW,"114 Augustus Road, Wimbledon, London",5762,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
1098,H85101,Grand Drive Surgery,SW20 9EA,"Grand Drive Surgery, 132 Grand Drive, Raynes Park, London",10828,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
1099,H85103,Hackbridge Medical Centre,SM6 7HF,"138 London Road, Hackbridge, Carshalton, Surrey",10621,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
1100,H85105,Cheam Family Practice,SM3 8BS,"The Knoll, Parkside, Cheam, Sutton, Surrey",4895,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
1101,H85110,Ravensbury Park Medical Centre,CR4 4DQ,"Ravensbury Park Med Ctr, Ravensbury Lane, Mitcham, Surrey",9384,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
1102,H85111,Battersea Fields Practice,SW11 5JP,"Battersea Fields Practice, 3 Austin Road, Battersea, London",7202,"London, Westminster, GB, SW11 5JP","(51.473629, -0.154757, 0.0)",51.473629,-0.154757,0.0
1103,H85112,The Vineyard Hill Road Surgery,SW19 7JL,"67 Vineyard Hill Road, Wimbledon, London",7621,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
1104,H85113,Dr Sugumar And Partner,SM6 8BL,"Maldon Road Surgery, 35 Maldon Road, Wallington, Surrey",6889,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
1105,H85114,Thurleigh Road Practice,SW12 8TT,"Thurleigh Road Practice, 88A Thurleigh Road, Balham, London",5437,"London, Westminster, GB, SW12 8TT","(51.45279, -0.155165, 0.0)",51.45279,-0.155165,0.0
1106,H85115,Shotfield Medical Practice,SM6 0HY,"Jubilee Health Centre, Shotfield, Wallington, Surrey",3818,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
1107,H85116,Manor Practice,SM6 9DW,"Manor Practice, Roundshaw Health Centre, 6 Mollison Square, Wallington, Surrey",7992,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
1108,H85618,James O'Riordan Medical Centre,SM3 9HE,"James O'Riordan Med.Ctr, 70 Stonecot Hill, Sutton, Surrey",10102,"Sutton, Kent, GB, SM3 9HE","(51.385106, -0.212889, 0.0)",51.385106,-0.212889,0.0
1109,H85634,The Merton Medical Practice,SW19 1DG,"Merton Medical Practice, 12-17 Abbey Parade, Merton High Street, South Wimbledon,London",4008,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
1110,H85637,Balham Health Centre,SW12 9HS,"Balham Health Centre, 120 Bedford Hill, Balham, London",7838,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
1111,H85649,Colliers Wood Surgery,SW19 2BY,"Colliers Wood Surgery, 58 High Street, Colliers Wood, London",2687,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
1112,H85653,Wallington Family Practice,SM6 0HY,"Wallington Family Pract, Jubilee Hc West,Shotfield, Wallington, Surrey",4130,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
1113,H85656,Alexandra Surgery,SW19 7JZ,"Alexandra Surgery, 39 Alexandra Road, Wimbledon, London",4773,"London, Westminster, GB, SW19 7JZ","(51.422911, -0.205863, 0.0)",51.422911,-0.205863,0.0
1114,H85659,Begg Practice,SW11 1SW,"Entrance B, 162 St John'S Hill, Wandsworth, London",14890,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
1115,H85662,The Beeches Surgery,SM5 3RB,"Beeches Surgery, 9 Hill Road, Carshalton Beeches, Surrey",7642,"Carshalton, Surrey, GB, SM5 3RB","(51.358322, -0.171272, 0.0)",51.358322,-0.171272,0.0
1116,H85664,Tooting Bec Surgery,SW17 7BA,"Tooting Bec Surgery, 313 Balham High Road, Midland Bank Building, London",12119,"London, Westminster, GB, SW17 7BA","(51.436029, -0.158646, 0.0)",51.436029,-0.158646,0.0
1117,H85665,Wallington Medical Centre,SM6 9BY,"Wallington Medical Centre, 52 Mollison Drive, Wallington, Surrey",5884,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
1118,H85680,Tooting South Medical Centre,SW17 9HQ,"Tooting South Medical Ctr, 22 Otterburn Street, Tooting, London",5250,"London, Westminster, GB, SW17 9HQ","(51.421738, -0.161435, 0.0)",51.421738,-0.161435,0.0
1119,H85682,Tudor Lodge Health Centre,SW19 6AE,"Tudor Lodge Health Centre, 8C Victoria Drive, Wimbledon, London",7216,"London, Westminster, GB, SW19 6AE","(51.446027, -0.219694, 0.0)",51.446027,-0.219694,0.0
1120,H85683,Faccini House Surgery,SM4 6RS,"Faccini House, 64 Middleton Road, Morden, Surrey",7692,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
1121,H85686,The Grove Road Practice,SM1 2DB,"The Grove Road Surgery, 83 Grove Road, Sutton, Surrey",6945,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
1122,H85691,Nightingale House,SW12 8NB,"Nightingale House, 105 Nightingale Lane, Balham, London",8470,"London, Westminster, GB, SW12 8NB","(51.448871, -0.159827, 0.0)",51.448871,-0.159827,0.0
1123,H85693,Green Wrythe Surgery,SM5 1JF,"Green Wrythe Surgery, 411A Green Wrythe Lane, Carshalton, Surrey",1172,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
1124,H85695,The Practice Furzedown,SW16 6BL,"The Practice Furzedown, 88E Eardley Road, Streatham, London",2587,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
1125,Y00020,Dr Wickremesinghe Ssg,SW9 9DL,"The Grantham Centre, Beckett House,Grantham Rd, Stockwell, London",3077,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
1126,Y00057,Angel Surgery,N18 2FF,"Silverpoint, 88-90 Fore Street, London",9349,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
1127,Y00090,The Doctors House,IG3 8LF,"The Doctors House, 40 Cameron Rd,Seven Kings, Ilford, Essex",2837,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
1128,Y00155,Grove Surgery,RM6 4YU,"200-202 Chadwell Heath Ln, Chadwell Heath, Romford, Essex",8849,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
1129,Y00182,Rainbow Health Centre,CR7 7JN,"141 Brigstock Road, Thornton Heath, Surrey",6222,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
1130,Y00200,Portobello Medical Centre,W11 2EH,"Portobello Medical Centre, 14 Codrington Mews, London",8393,"London, Westminster, GB, W11 2EH","(51.514855, -0.207168, 0.0)",51.514855,-0.207168,0.0
1131,Y00206,Burnley Practice,NW10 3RY,"First Floor,Willesden Ctr, Robson Avenue, Willesden, London",2448,"London, Westminster, GB, NW10 3RY","(51.542863, -0.2354, 0.0)",51.542863,-0.2354,0.0
1132,Y00212,Pollard Row Surgery,E2 6NA,"Pollard Row Surgery, 47 Pollard Row, London",9612,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
1133,Y00312,"The Robins Surgery, Harold Hill Health C",RM3 9SU,"The Robins Surgery, Gooshays Drive, Harold Hill, Romford, Essex",5308,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
1134,Y00316,Woodlands Medical Practice,N2 8BG,"Woodlands Medical Pract, 54 Leopold Road, East Finchley, London",6709,"London, Westminster, GB, N2 8BG","(51.592917, -0.170918, 0.0)",51.592917,-0.170918,0.0
1135,Y00352,Hesa Medical Centre - Y00352,UB3 4DD,"Hesa Primary Care Centre, 52 Station Road, Hayes, Middlesex",2102,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
1136,Y00403,Trowbridge Practice,E9 5NE,"18 Merriam Avenue, Hackney, London",37066,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
1137,Y00507,St. Quintin Health Centre,W10 6NX,"St.Quintin Health Centre, St.Quintin Avenue, London",1442,"London, Westminster, GB, W10 6NX","(51.519209, -0.220301, 0.0)",51.519209,-0.220301,0.0
1138,Y00542,Woodlands Practice,BR7 6DB,"The Woodlands Practice, 11 Red Hill, Chislehurst, Kent",4323,"Chislehurst, Kent, GB, BR7 6DB","(51.421055, 0.064282, 0.0)",51.421055,0.064282,0.0
1139,Y00612,Green Cedars Medical Centre,N18 1RP,"Green Cedars Medical Ctr, 93-95 Silver Street, Edmonton, London",6613,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
1140,Y00902,The Westbourne Green Surgery,W2 5ES,"Health @ The Stowe, 260 Harrow Road, London",3793,"London, Westminster, GB, W2 5ES","(51.520937, -0.191577, 0.0)",51.520937,-0.191577,0.0
1141,Y00918,Granville Medical Centre,IG1 4JY,"Granville Medical Centre, 4 Granville Road, Ilford, Essex",1156,"Ilford, Essex, GB, IG1 4JY","(51.563159, 0.070986, 0.0)",51.563159,0.070986,0.0
1142,Y01011,Barlby Surgery,W10 6DZ,"Barlby Surgery, St Charles Ctr,Exmoor St, London",3343,"London, Westminster, GB, W10 6DZ","(51.522439, -0.217393, 0.0)",51.522439,-0.217393,0.0
1143,Y01066,Hanley Primary Care Centre,N4 3DU,"Hanley Primary Care Ctr, 51 Hanley Road, Islington, London",5120,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
1144,Y01090,Sms Medical Practice,HA0 4UZ,"116 Chaplin Road, Wembley, Middlesex",17621,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
1145,Y01132,Chartfield Surgery,SW15 6HG,"Chartfield Surgery, 30 Chartfield Avenue, Putney, London",7317,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
1146,Y01206,Botting (Glebe),SW13 0DR,"Glebe Road Surgery, 1 Glebe Road, Barnes, London",58176,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
1147,Y01221,Somerset Fhp O,UB1 2TU,"76 Somerset Road, Southall",6219,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
1148,Y01280,Shifa Medical Practice,IG11 7RS,"Orchards Health Centre, Gascoigne Road, Barking, Essex",8760,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
1149,Y01291,Chingford Medical Practice,E4 8LF,"Chingford Health Centre, 109 York Road, Chingford, London",33022,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
1150,Y01655,The Vale Practice,N8 8SU,"The Vale Practice, 50 Park Road, Crouch End, London",10349,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
1151,Y01719,Prime Practice Partnership,RM10 9HU,"Broad Street Resource Ctr, Morland Road, Dagenham, Essex",10689,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
